0.000000000000000000e+00 2.438866499307993152e+01 nan
1.000000000000000000e+00 1.464899042696767628e+00 nan
2.000000000000000000e+00 7.303665788353395083e-01 nan
3.000000000000000000e+00 5.222097671641087180e-01 nan
4.000000000000000000e+00 3.941528536001774330e-01 nan
5.000000000000000000e+00 3.215357944419657832e-01 nan
6.000000000000000000e+00 2.701566894664554908e-01 nan
7.000000000000000000e+00 2.320265759260871918e-01 nan
8.000000000000000000e+00 1.994917096237406595e-01 nan
9.000000000000000000e+00 1.783492223507523455e-01 nan
